timestamp,domain,retriever,reranker,stage,version,corpus_representation,corpus_granularity,query_context_mode,anchor_preprocessing,n_queries,n_articles,recall_at_1,recall_at_3,recall_at_5,recall_at_10,recall_at_20,recall_at_50,recall_at_100,mrr,notes
2026-02-28 03:33:46,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,1000,267,0.569,0.735,0.735,0.735,0.735,0.735,0.735,0.6465,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,20,title_full,article,anchor_sentence,raw,1000,267,0.53,0.701,0.739,0.764,0.802,0.836,0.913,0.6235,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,1000,267,0.572,0.73,0.739,0.739,0.739,0.739,0.739,0.6483,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,21,title_full,article,anchor_sentence,raw,1000,267,0.505,0.703,0.73,0.768,0.805,0.877,0.909,0.6097,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,1000,267,0.569,0.73,0.73,0.73,0.73,0.73,0.73,0.6423,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,22,title_full,article,anchor_sentence,raw,1000,267,0.587,0.679,0.712,0.746,0.808,0.871,0.906,0.6485,
2026-02-28 03:33:47,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,1000,267,0.415,0.606,0.712,0.712,0.712,0.712,0.712,0.5232,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,23,title_full,article,anchor_sentence,raw,1000,267,0.531,0.647,0.686,0.737,0.802,0.869,0.912,0.6056,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,1000,267,0.386,0.58,0.686,0.686,0.686,0.686,0.686,0.4933,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-mpnet-base-v2,,retrieval,24,title_full,article,anchor_sentence,raw,1000,267,0.525,0.708,0.735,0.756,0.789,0.844,0.918,0.6216,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-mpnet-base-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,1000,267,0.58,0.726,0.735,0.735,0.735,0.735,0.735,0.6516,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,1,title_full,article,anchor_sentence,raw,1000,267,0.353,0.478,0.544,0.632,0.727,0.84,0.912,0.4426,
2026-02-28 03:33:48,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,1,title_full,article,anchor_sentence,raw,1000,267,0.313,0.475,0.544,0.544,0.544,0.544,0.544,0.4001,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,2,title_full,article,anchor_sentence,raw,1000,267,0.526,0.696,0.753,0.81,0.841,0.859,0.887,0.6228,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,2,title_full,article,anchor_sentence,raw,1000,267,0.576,0.736,0.753,0.753,0.753,0.753,0.753,0.653,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,3,title_full,article,anchor_sentence,raw,1000,267,0.271,0.355,0.399,0.494,0.577,0.693,0.866,0.3406,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,3,title_full,article,anchor_sentence,raw,1000,267,0.135,0.281,0.399,0.399,0.399,0.399,0.399,0.2246,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,4,title_full,article,anchor_sentence,raw,1000,267,0.443,0.586,0.64,0.71,0.776,0.851,0.914,0.5347,
2026-02-28 03:33:49,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,4,title_full,article,anchor_sentence,raw,1000,267,0.388,0.548,0.64,0.64,0.64,0.64,0.64,0.4803,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,5,title_full,article,anchor_sentence,raw,1000,267,0.506,0.697,0.764,0.792,0.819,0.87,0.886,0.6074,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,5,title_full,article,anchor_sentence,raw,1000,267,0.603,0.747,0.764,0.764,0.764,0.764,0.764,0.6727,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,6,title_full,article,anchor_sentence,raw,1000,267,0.515,0.644,0.679,0.746,0.798,0.857,0.896,0.5965,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,6,title_full,article,anchor_sentence,raw,1000,267,0.58,0.679,0.679,0.679,0.679,0.679,0.679,0.626,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,7,title_full,article,anchor_sentence,raw,1000,267,0.512,0.704,0.755,0.795,0.841,0.869,0.889,0.6134,
2026-02-28 03:33:50,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,7,title_full,article,anchor_sentence,raw,1000,267,0.579,0.737,0.755,0.755,0.755,0.755,0.755,0.6547,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,8,title_full,article,anchor_sentence,raw,1000,267,0.516,0.654,0.741,0.805,0.851,0.889,0.916,0.6112,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,1000,267,0.561,0.724,0.741,0.741,0.741,0.741,0.741,0.6384,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,9,title_full,article,anchor_sentence,raw,1000,267,0.519,0.719,0.757,0.822,0.835,0.871,0.887,0.6268,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,1000,267,0.575,0.74,0.757,0.757,0.757,0.757,0.757,0.6546,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,10,title_full,article,anchor_sentence,raw,1000,267,0.539,0.685,0.752,0.81,0.852,0.877,0.894,0.6295,
2026-02-28 03:33:51,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,1000,267,0.61,0.735,0.752,0.752,0.752,0.752,0.752,0.6699,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,11,title_full,article,anchor_sentence,raw,1000,267,0.463,0.601,0.681,0.764,0.795,0.863,0.894,0.5605,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,1000,267,0.583,0.681,0.681,0.681,0.681,0.681,0.681,0.6258,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,12,title_full,article,anchor_sentence,raw,1000,267,0.508,0.681,0.752,0.781,0.821,0.858,0.883,0.6109,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,1000,267,0.597,0.738,0.752,0.752,0.752,0.752,0.752,0.664,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,13,title_full,article,anchor_sentence,raw,1000,267,0.469,0.641,0.688,0.759,0.794,0.832,0.881,0.5708,
2026-02-28 03:33:52,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,1000,267,0.544,0.679,0.688,0.688,0.688,0.688,0.688,0.6086,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,14,title_full,article,anchor_sentence,raw,1000,267,0.522,0.66,0.712,0.76,0.8,0.859,0.89,0.6036,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,1000,267,0.576,0.698,0.712,0.712,0.712,0.712,0.712,0.6365,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,15,title_full,article,anchor_sentence,raw,1000,267,0.502,0.699,0.751,0.786,0.838,0.872,0.883,0.6084,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,1000,267,0.617,0.738,0.751,0.751,0.751,0.751,0.751,0.6721,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,16,title_full,article,anchor_sentence,raw,1000,267,0.518,0.62,0.746,0.786,0.83,0.888,0.922,0.6036,
2026-02-28 03:33:53,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,1000,267,0.567,0.729,0.746,0.746,0.746,0.746,0.746,0.6438,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,17,title_full,article,anchor_sentence,raw,1000,267,0.476,0.604,0.69,0.759,0.813,0.873,0.909,0.565,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,1000,267,0.557,0.681,0.69,0.69,0.69,0.69,0.69,0.6166,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,18,title_full,article,anchor_sentence,raw,1000,267,0.517,0.643,0.726,0.785,0.805,0.865,0.893,0.6023,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,1000,267,0.516,0.717,0.726,0.726,0.726,0.726,0.726,0.6088,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,19,title_full,article,anchor_sentence,raw,1000,267,0.507,0.645,0.721,0.788,0.821,0.876,0.887,0.6,
2026-02-28 03:33:54,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,1000,267,0.585,0.721,0.721,0.721,0.721,0.721,0.721,0.6477,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,20,title_full,article,anchor_sentence,raw,1000,267,0.547,0.706,0.768,0.812,0.835,0.877,0.891,0.6392,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,1000,267,0.577,0.752,0.768,0.768,0.768,0.768,0.768,0.6614,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,21,title_full,article,anchor_sentence,raw,1000,267,0.487,0.614,0.673,0.758,0.816,0.887,0.905,0.5731,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,1000,267,0.583,0.673,0.673,0.673,0.673,0.673,0.673,0.6223,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,22,title_full,article,anchor_sentence,raw,1000,267,0.518,0.658,0.707,0.752,0.802,0.867,0.914,0.6027,
2026-02-28 03:33:55,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,1000,267,0.401,0.605,0.707,0.707,0.707,0.707,0.707,0.5144,
2026-02-28 03:33:56,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,23,title_full,article,anchor_sentence,raw,1000,267,0.397,0.526,0.584,0.666,0.735,0.834,0.906,0.4858,
2026-02-28 03:33:56,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,1000,267,0.348,0.512,0.584,0.584,0.584,0.584,0.584,0.4369,
2026-02-28 03:33:56,money-heist,sentence-transformers/all-MiniLM-L6-v2,,retrieval,24,title_full,article,anchor_sentence,raw,1000,267,0.508,0.643,0.713,0.779,0.812,0.864,0.911,0.5942,
2026-02-28 03:33:56,money-heist,sentence-transformers/all-MiniLM-L6-v2,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,1000,267,0.574,0.704,0.713,0.713,0.713,0.713,0.713,0.6368,
2026-02-28 03:33:56,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,1,title_full,article,anchor_sentence,raw,1000,267,0.382,0.474,0.522,0.592,0.659,0.783,0.882,0.4521,
2026-02-28 03:33:56,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,1,title_full,article,anchor_sentence,raw,1000,267,0.321,0.464,0.522,0.522,0.522,0.522,0.522,0.395,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,2,title_full,article,anchor_sentence,raw,1000,267,0.434,0.52,0.581,0.69,0.746,0.809,0.849,0.5042,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,2,title_full,article,anchor_sentence,raw,1000,267,0.52,0.581,0.581,0.581,0.581,0.581,0.581,0.5488,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,3,title_full,article,anchor_sentence,raw,1000,267,0.187,0.259,0.307,0.388,0.485,0.682,0.813,0.2543,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,3,title_full,article,anchor_sentence,raw,1000,267,0.133,0.226,0.307,0.307,0.307,0.307,0.307,0.1903,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,4,title_full,article,anchor_sentence,raw,1000,267,0.395,0.495,0.543,0.611,0.682,0.799,0.881,0.4693,
2026-02-28 03:33:57,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,4,title_full,article,anchor_sentence,raw,1000,267,0.353,0.478,0.543,0.543,0.543,0.543,0.543,0.421,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,5,title_full,article,anchor_sentence,raw,1000,267,0.459,0.548,0.594,0.708,0.778,0.833,0.869,0.5299,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,5,title_full,article,anchor_sentence,raw,1000,267,0.536,0.585,0.594,0.594,0.594,0.594,0.594,0.5626,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,6,title_full,article,anchor_sentence,raw,1000,267,0.504,0.578,0.609,0.643,0.728,0.812,0.909,0.5551,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,6,title_full,article,anchor_sentence,raw,1000,267,0.539,0.609,0.609,0.609,0.609,0.609,0.609,0.5725,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,7,title_full,article,anchor_sentence,raw,1000,267,0.369,0.441,0.5,0.596,0.685,0.783,0.837,0.4387,
2026-02-28 03:33:58,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,7,title_full,article,anchor_sentence,raw,1000,267,0.456,0.5,0.5,0.5,0.5,0.5,0.5,0.476,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,8,title_full,article,anchor_sentence,raw,1000,267,0.462,0.588,0.63,0.673,0.755,0.838,0.932,0.5434,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,8,title_full,article,anchor_sentence,raw,1000,267,0.52,0.621,0.63,0.63,0.63,0.63,0.63,0.5697,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,9,title_full,article,anchor_sentence,raw,1000,267,0.396,0.527,0.55,0.651,0.748,0.786,0.846,0.4781,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,9,title_full,article,anchor_sentence,raw,1000,267,0.494,0.55,0.55,0.55,0.55,0.55,0.55,0.5205,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,10,title_full,article,anchor_sentence,raw,1000,267,0.465,0.552,0.621,0.711,0.771,0.816,0.866,0.5381,
2026-02-28 03:33:59,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,10,title_full,article,anchor_sentence,raw,1000,267,0.537,0.612,0.621,0.621,0.621,0.621,0.621,0.5766,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,11,title_full,article,anchor_sentence,raw,1000,267,0.442,0.544,0.58,0.673,0.76,0.822,0.863,0.5141,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,11,title_full,article,anchor_sentence,raw,1000,267,0.526,0.58,0.58,0.58,0.58,0.58,0.58,0.5515,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,12,title_full,article,anchor_sentence,raw,1000,267,0.472,0.562,0.617,0.699,0.75,0.835,0.884,0.5409,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,12,title_full,article,anchor_sentence,raw,1000,267,0.55,0.607,0.617,0.617,0.617,0.617,0.617,0.5805,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,13,title_full,article,anchor_sentence,raw,1000,267,0.451,0.535,0.587,0.653,0.701,0.77,0.84,0.5147,
2026-02-28 03:34:00,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,13,title_full,article,anchor_sentence,raw,1000,267,0.522,0.587,0.587,0.587,0.587,0.587,0.587,0.5528,
2026-02-28 03:34:01,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,14,title_full,article,anchor_sentence,raw,1000,267,0.481,0.584,0.628,0.698,0.75,0.809,0.875,0.5486,
2026-02-28 03:34:01,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,14,title_full,article,anchor_sentence,raw,1000,267,0.55,0.628,0.628,0.628,0.628,0.628,0.628,0.5875,
2026-02-28 03:34:01,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,15,title_full,article,anchor_sentence,raw,1000,267,0.391,0.489,0.555,0.664,0.738,0.819,0.868,0.4745,
2026-02-28 03:34:01,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,15,title_full,article,anchor_sentence,raw,1000,267,0.507,0.555,0.555,0.555,0.555,0.555,0.555,0.529,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,16,title_full,article,anchor_sentence,raw,1000,267,0.475,0.531,0.562,0.654,0.784,0.871,0.913,0.5291,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,16,title_full,article,anchor_sentence,raw,1000,267,0.475,0.553,0.562,0.562,0.562,0.562,0.562,0.5144,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,17,title_full,article,anchor_sentence,raw,1000,267,0.486,0.602,0.653,0.676,0.751,0.824,0.904,0.5583,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,17,title_full,article,anchor_sentence,raw,1000,267,0.553,0.633,0.653,0.653,0.653,0.653,0.653,0.5962,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,18,title_full,article,anchor_sentence,raw,1000,267,0.512,0.619,0.643,0.719,0.775,0.873,0.924,0.5843,
2026-02-28 03:34:02,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,18,title_full,article,anchor_sentence,raw,1000,267,0.513,0.642,0.643,0.643,0.643,0.643,0.643,0.5743,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,19,title_full,article,anchor_sentence,raw,1000,267,0.486,0.591,0.619,0.711,0.792,0.858,0.924,0.5579,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,19,title_full,article,anchor_sentence,raw,1000,267,0.571,0.619,0.619,0.619,0.619,0.619,0.619,0.595,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,20,title_full,article,anchor_sentence,raw,1000,267,0.432,0.544,0.586,0.642,0.712,0.776,0.876,0.5105,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,20,title_full,article,anchor_sentence,raw,1000,267,0.54,0.586,0.586,0.586,0.586,0.586,0.586,0.5613,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,21,title_full,article,anchor_sentence,raw,1000,267,0.45,0.563,0.601,0.683,0.776,0.82,0.879,0.5313,
2026-02-28 03:34:03,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,21,title_full,article,anchor_sentence,raw,1000,267,0.557,0.601,0.601,0.601,0.601,0.601,0.601,0.5775,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,22,title_full,article,anchor_sentence,raw,1000,267,0.456,0.553,0.598,0.649,0.708,0.804,0.874,0.5243,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,22,title_full,article,anchor_sentence,raw,1000,267,0.375,0.527,0.598,0.598,0.598,0.598,0.598,0.4577,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,23,title_full,article,anchor_sentence,raw,1000,267,0.414,0.494,0.542,0.602,0.656,0.783,0.873,0.4779,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,23,title_full,article,anchor_sentence,raw,1000,267,0.356,0.474,0.542,0.542,0.542,0.542,0.542,0.4224,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,,retrieval,24,title_full,article,anchor_sentence,raw,1000,267,0.442,0.595,0.628,0.671,0.726,0.838,0.884,0.5308,
2026-02-28 03:34:04,money-heist,sentence-transformers/msmarco-distilbert-base-v4,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,24,title_full,article,anchor_sentence,raw,1000,267,0.552,0.619,0.628,0.628,0.628,0.628,0.628,0.5871,
2026-02-28 03:34:05,money-heist,roberta-base,,retrieval,1,title_full,article,anchor_sentence,raw,1000,267,0.006,0.033,0.047,0.081,0.16,0.258,0.362,0.0339,
2026-02-28 03:34:05,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,1,title_full,article,anchor_sentence,raw,1000,267,0.04,0.047,0.047,0.047,0.047,0.047,0.047,0.0428,
2026-02-28 03:34:05,money-heist,roberta-base,,retrieval,2,title_full,article,anchor_sentence,raw,1000,267,0.013,0.023,0.035,0.057,0.092,0.252,0.44,0.0327,
2026-02-28 03:34:05,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,2,title_full,article,anchor_sentence,raw,1000,267,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,
2026-02-28 03:34:05,money-heist,roberta-base,,retrieval,3,title_full,article,anchor_sentence,raw,1000,267,0.005,0.031,0.041,0.079,0.161,0.258,0.357,0.0325,
2026-02-28 03:34:05,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,3,title_full,article,anchor_sentence,raw,1000,267,0.023,0.034,0.041,0.041,0.041,0.041,0.041,0.0294,
2026-02-28 03:34:06,money-heist,roberta-base,,retrieval,4,title_full,article,anchor_sentence,raw,1000,267,0.008,0.033,0.043,0.082,0.156,0.258,0.353,0.0352,
2026-02-28 03:34:06,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,4,title_full,article,anchor_sentence,raw,1000,267,0.036,0.043,0.043,0.043,0.043,0.043,0.043,0.0392,
2026-02-28 03:34:06,money-heist,roberta-base,,retrieval,5,title_full,article,anchor_sentence,raw,1000,267,0.013,0.022,0.034,0.07,0.138,0.297,0.555,0.0372,
2026-02-28 03:34:06,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,5,title_full,article,anchor_sentence,raw,1000,267,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,
2026-02-28 03:34:06,money-heist,roberta-base,,retrieval,6,title_full,article,anchor_sentence,raw,1000,267,0.006,0.022,0.038,0.064,0.102,0.358,0.653,0.0348,
2026-02-28 03:34:06,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,6,title_full,article,anchor_sentence,raw,1000,267,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,
2026-02-28 03:34:07,money-heist,roberta-base,,retrieval,7,title_full,article,anchor_sentence,raw,1000,267,0.013,0.026,0.03,0.058,0.115,0.267,0.507,0.0347,
2026-02-28 03:34:07,money-heist,roberta-base,cross-encoder/ms-marco-MiniLM-L-6-v2,reranking,7,title_full,article,anchor_sentence,raw,1000,267,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,
