paragraph_id,article_id,paragraph_text
beverlyhillscop_paragraph_0000003,2098,"When Axel's latest unauthorized sting operation goes sour resulting in two officers intervening and leading to a high speed chase that causes damage to the city, Todd confronts Axel in the locker room shouting at him and stated that the mayor called the chief, the chief called the deputy chief, and the deputy chief just chewed him out. He threatens to fire Axel unless he changes his ways and orders him to go home."
beverlyhillscop_paragraph_0000004,2098,"When Axel's friend Michael Tandino is murdered in his apartment, he asks Todd if he can be assigned to investigate it but Todd refuses to allow it due to Axel's close ties to Mikey. Todd tells Axel that Rand will be the one to investigate the case and orders him to stay out of it. Axel under the guise of taking vacation to solve the crime alone asks Todd if he can take it. Todd has Axel finish up at the hospital for his head injury and agrees to let him go on vacation but warns him not to get involved in the case or he'll be fired."
beverlyhillscop_paragraph_0000005,2098,"When Axel arrives in Beverly Hills he goes to the office of the Art Gallery's owner Victor Maitland the boss of Jenny and Mikey. When he tries to question him about Mikey's murder, Maitland has his associates throw Axel out of the building threw a window and arrested by police on suspicion of the disturbing the peace and possession of a weapon even though Axel refused to identify himself as a police officer when he got arrested."
beverlyhillscop_paragraph_0000006,2098,"At the Police Station, Lieutenant Andrew Bogomil tells Axel that he had spoke to Inspector Todd over the phone who gave Axel a message: if he is out there investigating Mikey's murder he'll be brought up on charges and fired."
beverlyhillscop_paragraph_0000007,2098,"At the end of the film after Axel kills Zack avenging Mikey's death he is shot in the arm by Maitland. He holds Jenny at gunpoint but when Bogomil arrives Jenny breaks free allowing Axel and Bogomil to shoot Maitland to death. With the case solved Axel asks Bogomil to smooth matters over with Todd for him. When he mentions the possibility of setting up a shop as a private detective in Beverly Hills, Bogomil agrees to wipe the slate clean for him."
beverlyhillscop_paragraph_0000008,2098,"Two years after the events of the first film, Todd assigned Axel to investigate a case of a credit card fraud. When Axel hears about Bogomil's shooting over a news report. He once again leaves Detroit to go Beverly Hills to investigate. Before leaving he has Todd sign blue slips for his money where Axel purchased a suit a tie and a Ferrari. He asks Axel to make sure nothing happens to the car and gives him three days to change his mind."
beverlyhillscop_paragraph_0000009,2098,Jeffery driving Axel's Ferrari tricks Todd into a meeting by posing as a FBI bulletin member over the phone. This was a ruse for him to sneak into Todd's office to pose has him over the phone to Beverly Hills Chief Harold Lutz when he calls Todd's office about Axel. Todd returns to his office to shout at Jeffery for being in his office and kicks him out.
beverlyhillscop_paragraph_0000010,2098,At the end of the film after the Alphabet Crimes have been solved with mastermind Maxwell Dent killed by Axel. The Mayor of Beverly Hills Ted Egan calls Todd to thank him for allowing Axel to help on the case which prompts Todd to chew Axel out over the phone and ordering him to return to Detroit for his real police job.
beverlyhillscop_paragraph_0000011,2098,"Todd oversees Axel's investigation into a Detroit chop shop. He disagrees with Axel calling off SWAT, but is there only to observe. When things go south and a shootout occurs, Todd is brutally murdered by group leader Ellis DeWald in front of Axel. His dying words to Axel were for him to get the son of a bitch who shot him. His funeral is held a few days later. Axel decides to avenge his death by traveling to Beverly Hills once again to investigate the murder. Ellis purposefully taunts Axel with the murder and believes himself immune to law enforcement. Axel ultimately avenged Todd's death when he shot DeWald in the Wonder World theme park."
beverlyhillscop_paragraph_0000012,2098,In Jeffery's office there is a picture of Todd on the wall in tribute to him.
beverlyhillscop_paragraph_0000013,2098,"Todd is a stern, harsh man who is sick of Axel Foley's antics because they make him look bad and cost the department money. He makes his points by cursing endlessly, mainly at Axel. He is Axel's boss in the first two films, but does eventually commend him for doing right and stopping crime. In the first film, he threatens to have him brought up on charges for meddling with the Beverly Hills Police Department, but drops them after Axel stops Victor Maitland."
beverlyhillscop_paragraph_0000001,2104,West German Browning Hi-Power.
beverlyhillscop_paragraph_0000002,2104,"The Browning Hi Power is a single-action, semi-automatic handgun available in 9mm and .40 S&W calibers."
beverlyhillscop_paragraph_0000003,2104,It is Axel Foley's main sidearm.
beverlyhillscop_paragraph_0000004,2104,"It is based on a design by American firearms inventor John Browning, and completed by Dieudonné Saive at Fabrique Nationale (FN) of Herstal, Belgium. Browning died in 1926, several years before the design was finalized. The Hi-Power is one of the most widely used military pistols in history, having been used by the armed forces of over 50 countries."
beverlyhillscop_paragraph_0000005,2104,"The Hi Power name is somewhat misleading and alluded to the 13-round magazine capacity; almost twice that of contemporary designs such as the Luger P08 or Mauser 1910. The Browning was one of the first, if not the first, pistols to utilize a double-stack magazine with ten or thirteen round capacities, thus making it more high-powered than pistols with single-stack magazines, like the 1911, which is what the Hi-Power is partly based off of. However, despite the Hi-Power being a single-action firearm, it had a heavy trigger pull, almost ten pounds, which is far heavier than that of the 1911, which was less than four pounds."
beverlyhillscop_paragraph_0000006,2104,"The pistol is often referred to as an HP (for ""Hi-Power"" or ""High-Power"") or as a GP (for the French term, ""Grande Puissance""). The terms P-35 and HP-35 are also used, based on the introduction of the pistol in 1935. It is most often called the ""Hi Power"", even in Belgium. Other names include BAP (Browning Automatic Pistol), particularly in Irish service, or BHP (Browning High-Power)."
beverlyhillscop_paragraph_0000001,2108,"Beverly Hills Cop II






Film information

Director(s)
Tony Scott


Writer(s)
Larry FergusonWarren SkaarenEddie Murphy (Story By)Robert D. Wachs (Story By)


Producer(s)
Don SimpsonJerry Bruckheimer


Stars
Eddie MurphyJudge ReinholdJohn Ashton


Release date
May 20, 1987


Rating
R



Film Guide

Preceded by
Beverly Hills Cop


Followed by
Beverly Hills Cop III"
beverlyhillscop_paragraph_0000002,2108,"Beverly Hills Cop II is a 1987 action comedy film starring Eddie Murphy. It was directed by Tony Scott and written by Larry Ferguson and Warren Skaaren with a story by Eddie Murphy and Robert D. Wachs. The film is the second installment in the Beverly Hills Cop movie franchise. It was released in theaters on May 20, 1987."
beverlyhillscop_paragraph_0000003,2108,"Beverly Hills Police Department Captain Andrew Bogomil, Detective Billy Rosewood, and Sergeant John Taggart are trying to figure out who is behind the ""Alphabet Crimes,"" a series of mostly high end store robberies distinguished by their monogrammed envelopes with an alphabetical sequence the assailants leave behind. Complicating matters is the new ""political"" state of the Beverly Hills Police Department, headed by incompetent, egotistical, and verbally abusive new police chief Harold Lutz, who is doing everything he can to stay on Mayor Ted Egan's good side. Unimpressed when Rosewood calls the FBI to help solve the case, Lutz holds Bogomil responsible as commanding officer and suspends him, despite Bogomil's efforts to convince the chief that Rosewood was only following a hunch. Lutz also punishes Taggart and Rosewood by placing them on traffic duty."
beverlyhillscop_paragraph_0000004,2108,"On the way home, Bogomil is shot and injured by Karla Fry, the chief henchwoman and fiancé of Maxwell Dent. Finding out about the shooting over a news report, Detroit Police Department detective Axel Foley abandons his undercover duties and immediately flies out to Beverly Hills to help find out who shot Bogomil. Taggart and Rosewood agree to assist Axel because of Lutz's attempts to find an excuse to get them fired."
beverlyhillscop_paragraph_0000005,2108,"Posing as an undercover FBI agent to get past Lutz with the aid of Detective Jeffrey Friedman, Axel soon starts making the connection between the robberies and Dent. He first finds out that the ammunition fired at one of the robberies was designed by the manager of a gun club owned by Dent. Axel has Bogomil's daughter Jan use her connections as an insurance agent to find out about Dent's financial dealings. Dent is robbing his own businesses on purpose in order to finance firearms transactions with an arms dealer named Nikos Thomopolis and is discreetly using his henchman Charles Cain as the front man for his operations. Bogomil was shot because his investigation was on the correct track into the case."
beverlyhillscop_paragraph_0000006,2108,"Having foiled a robbery attempt at a bank depot, Axel is able to trick Dent's accountant Sidney Bernstein into using his computer and discovers that Dent and Karla are planning to leave the country. Axel also learns from Jan that all of Dent's businesses have had their insurance coverage canceled and are about to go bankrupt except his race track, which he is convinced is the next target. On the way to the race track, Axel solves the latest riddle sent to the police, and is convinced that this riddle was made easily solvable in order to implicate Cain as the Alphabet Bandit. However, Axel knows Cain is a patsy designed to throw the authorities off Dent's trail."
beverlyhillscop_paragraph_0000007,2108,"The three arrive too late to stop the robbery and find Cain's body among those killed. While Lutz announces publicly that the Alphabet Crimes have been solved, Axel notices some red mud at the stables, which leads him, Taggart and Rosewood to Dent's oil field, where Dent is making his final arms deal with Thomopolis. The three get into a shootout with everyone involved in the deal. Dent confronts Axel in the warehouse, but Axel gets distracted by one of Dent's henchmen on the roof above him and Dent gets away. Dent then crashes through the wall in his car and Axel shoots Dent through the windshield, sending his car down a hill and erupting in flames, after running Axel over. Karla appears and is about to kill Axel, but is shot dead by Taggart."
beverlyhillscop_paragraph_0000008,2108,"Just as the last criminals are about to flee, the police arrive upon the scene, arresting the remainder of Dent's men and Thomopolis. After Lutz and Mayor Egan arrive, an infuriated Lutz tries to fire Rosewood and Taggart for their insubordination, and also tries to arrest Axel. However, both Taggart and Rosewood stand up to Lutz this time and prove that Dent was the real Alphabet Bandit and that the alphabet crimes were about an arms deal. They are also able to convince Mayor Egan of Lutz's incompetence (as Lutz would have interfered if he had known about their activities, as he intentionally ignores the truth from other cops), and Mayor Egan personally fires Lutz because he is tired of his ""abusive attitude"" towards his own men and for jeopardizing the investigation"
beverlyhillscop_paragraph_0000009,2108,"Mayor Egan chooses Bogomil to replace Lutz as the new Police Chief. Axel returns to Detroit, but not before he gets chewed out by Inspector Todd over the phone, after Egan called Todd to congratulate him on allowing Axel to assist them on this case."
beverlyhillscop_paragraph_0000010,2108,"Paramount Pictures had planned a television series based on the first film. Eddie Murphy refused the series but was willing to do a sequel. Producers Don Simpson and Jerry Bruckheimer hired Tony Scott to direct due to his success with the 1986 blockbuster film Top Gun. The film was originally to be set and filmed in London and Paris; however, the script was re-written after Eddie Murphy expressed a reluctance to film outside the United States."
beverlyhillscop_paragraph_0000011,2108,"The song ""Hold On"" as sung by Keta Bill plays during the scene wherein Axel, Rosewood, and Taggart confront Dent at the Playboy Mansion. However, the film's soundtrack CD released by MCA Records includes only a different song entitled ""Hold On,"" sung by Corey Hart. This song has different music and slightly altered lyrics. The film introduced George Michael's controversial song ""I Want Your Sex"". It also includes ""Cross My Broken Heart"" by The Jets (a Top 10 hit on the Billboard Hot 100) and ""Shakedown"" by Bob Seger which became a No. 1 hit on that same chart, as well as ""Better Way"" performed by James Ingram. The Pointer Sisters scored a moderate hit with ""Be There,"" their single from the soundtrack. It was the second time the sisters had contributed to the Beverly Hills Cop franchise; they'd notched a top 10 single with ""Neutron Dance"" from the Beverly Hills Cop soundtrack. As with the first film, none of Harold Faltermeyer's soundtrack score has ever been released. However, Faltermeyer's 1988 album, Harold F, includes a song called ""Bad Guys"", which is used as part of the film's score—an instrumental section of the song plays during the opening jewelry store robbery scene, and also during several other scenes throughout the film."
beverlyhillscop_paragraph_0000012,2108,"The soundtrack debuted at No. 8 on the Billboard charts and spent 26 weeks on the charts, a far cry compared to the 49 weeks spent by the first film's soundtrack. Despite this, one song from the album, ""Shakedown"", was nominated for an Academy Award and the Golden Globe Award for Best Original Song. However, another song from the album, ""I Want Your Sex"", won the Razzie Award for Worst Song."
beverlyhillscop_paragraph_0000013,2108,"Beverly Hills Cop II was one of the most anticipated films of 1987 and became a box office success upon release, despite not making as much as Beverly Hills Cop. The film debuted at No. 1, earning $33 million on its opening weekend, a sales mark that would result in its being that year's highest-opening weekend debut. Beverly Hills Cop II made approximately $153,665,036, becoming the third biggest hit domestically at the box office that year, after Fatal Attraction and Three Men and a Baby, and the second highest-grossing film worldwide that year, behind Fatal Attraction."
beverlyhillscop_paragraph_0000014,2108,"The film received a mixed reception. Rotten Tomatoes, a review aggregator, reports that 46% of 26 surveyed critics gave it a positive review; the average rating is 4.9/10. Metacritic, which assigns a normalized score, rated it 48/100 based on 11 reviews. Desson Howe of The Washington Post called it ""a sequel that's as good as the original, if not better."" Roger Ebert rated it 1/4 stars and wrote, ""What is comedy? That's a pretty basic question, I know, but Beverly Hills Cop II never thought to ask it."" Janet Maslin of The New York Times wrote that it is skillful clone of the first film that can't match that one's novelty or excitement. Variety called it ""a noisy, numbing, unimaginative, heartless remake of the original film."" Sheila Benson of the Los Angeles Times wrote, ""It's hard to believe that the group who came up with the hard, clean edges of Top Gun, sleek and unfeeling though it may have been, could make a picture as crude, as muddled, as destructo-Derbyish as this one."""
beverlyhillscop_paragraph_0000015,2108,This is the only film in the Beverly Hills Cop franchise in which the villain was a woman. In all the other three movies the villains are males.
beverlyhillscop_paragraph_0000016,2108,"Academy Awards
Best Original Song for the song ""Shakedown""
Golden Globe Awards
Best Original Song for the song ""Shakedown""
Awards
ASCAP Film and Television Music Awards
Most Performed Song From Motion Pictures for the song ""Shakedown""
Razzie Awards
Worst Original Song for George Michael for the song ""I Want Your Sex""
Kids' Choice Awards
Favorite Movie
Favorite Movie Actor for Eddie Murphy"
beverlyhillscop_paragraph_0000001,2109,"Beverly Hills Cop III






Film information

Director(s)
John Landis


Writer(s)
Steven E. de Souza


Producer(s)
Mace NeufeldRobert Rehme


Stars
Eddie MurphyJudge Reinhold


Release date
May 25, 1994


Rating
R



Film Guide

Preceded by
Beverly Hills Cop II


Followed by
Beverly Hills Cop: Axel F"
beverlyhillscop_paragraph_0000002,2109,Beverly Hills Cop III is a 1994 action-comedy film starring Eddie Murphy. The film was directed by John Landis and written by Steven E. de Souza. It is the third film in the Beverly Hills Cop series.
beverlyhillscop_paragraph_0000003,2109,"Beverly Hills Cop III was released on May 25, 1994 and grossed $42 million in the United States, and over $77 million in the foreign box office. The film was not received well by critics, fans, or Murphy himself, as they believed it to be the weakest in the trilogy."
beverlyhillscop_paragraph_0000004,2109,"One night in Detroit, Axel Foley (Eddie Murphy) plans an invasion at a nearby local chop shop and in turn, cancels the SWAT, enraging his boss Inspector G. Douglas Todd (Gil Hill). Meanwhile at the chop shop, the workers there are killed by a well dressed man after they hijack a cart full of drugs. Just as they are about to leave, Foley arrives with his men and a gunfight ensues. They find themselves outnumbered, until Todd arrives. Todd manages to gun down a gunman defending the entrance, but is then fatally shot by the man, who escapes. Foley pulls Todd into cover, where he tells the Detective to go get his killer, before he dies. Angered, Foley steals an unfinished sports car and chases down the man. He kills the man's henchman, but he gets away when he is intercepted by Agent Steve Fulbright, who informs him that he must not apprehend the killer at this time for their investigation on him."
beverlyhillscop_paragraph_0000005,2109,"After Todd's funeral, Axel learns that the killer's vehicle was rented using a credit card reported stolen from a man on vacation at Wonder World, a theme park in Beverly Hills, California. Axel arrives in Beverly Hills and reunites with his friend Billy Rosewood (Judge Reinhold), who has been promoted to ""Deputy Director of Operations for Joint Systems Interdepartmental Operational Command"" (DDO-JSIOC). Axel meets Billy's new partner, Jon Flint (Héctor Elizondo), who claims that he has heard stories about him from John Taggart (John Ashton). Billy explains that Taggart is now retired and living in Phoenix. Axel asks Flint to call his friend Ellis DeWald (Timothy Carhart), the head of park security to let him know that he's coming to the park. Axel investigates Wonder World, which is owned by ""Uncle"" Dave Thorton (Alan Young). Axel meets and befriends Janice Perkins (Theresa Randle) whilst investigating. He is spotted by security and shot at. The guards attack him, but he retreats to the Spider ferris wheel ride. The guards accidentally jam the ride, placing two little kids' lives in danger. Axel makes a very bold attempt to rescue them and is successful. He is captured by the guards and taken to Orrin Sanderson (John Saxon). The surveillance footage is edited to make Sanderson believe that no one attacked Foley and that he did the act by himself. DeWald is called in, whom Axel immediately recognises as Todd's killer. Rosewood and Flint refuse to believe that DeWald is a killer because he works closely with the LAPD and is a close friend of Flint's. DeWald runs a counterfeiting ring that uses Wonder World as a front and was at the chop shop in Detroit to meet with associates to purchase blank printing paper used for American currency."
beverlyhillscop_paragraph_0000006,2109,"Uncle Dave is shot by DeWald and Axel is framed for his shooting. With the help of Rosewood and Flint, Axel sets out to prove his innocence by storming the park. The resulting shootout kills DeWald, Sanderson (John Saxon) and their henchmen. Uncle Dave makes a full recovery and he thanks Axel for his assistance by creating a new character for Wonder World in his honor, Axel Fox."
beverlyhillscop_paragraph_0000001,2110,Billy Rosewood with his S&W Model 19.
beverlyhillscop_paragraph_0000002,2110,This is an article detailing the weapons used in Beverly Hills Cop.
beverlyhillscop_paragraph_0000001,2111,This is an article detailing the weapons used in Beverly Hills Cop II.
beverlyhillscop_paragraph_0000001,2112,This is an article detailing the weapons used in Beverly Hills Cop III
beverlyhillscop_paragraph_0000001,2114,Gen. 3 Glock 17 (the one in the movie was a Gen. 2)
beverlyhillscop_paragraph_0000002,2114,The Glock 17 is an Austrian striker-fired semi-automatic pistol chambered in 9x19mm. It is used by police and armies around the world and is famous for its 17 round polymer-coated magazine.
beverlyhillscop_paragraph_0000003,2114,It was used in Beverly Hills Cop III as Ellis DeWald's main weapon.
beverlyhillscop_paragraph_0000004,2114,"The Glock 17 was introduced in 1982. Its inventor, Gaston Glock, was an Austrian engineer who only had experience with synthetic polymers, not firearms. He later got the idea to make a simply constructed pistol almost entirely out of polymers to compete for the spot in the Austrian military pistol trials to replace the aging Walther P38. However, the Glock 17 is not the first polymer handgun. Heckler and Koch of Germany twenty years earlier made the VP70 to little success. Glock got together a team of firearms experts from across Europe to determine the most desirable traits in a handgun, designed around the criteria, which included that all actions necessary to prepare the pistol for firing must be done single-handed or ambidextrous, disassembly of the main parts must not require tools, the pistol's construction may not exceed 58 individual parts (equivalent of a P38, although Glocks have 34) and after firing 15,000 rounds of standard ammunition, the pistol will fire an overpressure test cartridge. The Glock's frame, magazine body and several other components are made from a high-strength nylon-based radio-opaque polymer invented by Gaston Glock and called Polymer 2. This plastic was specially formulated to provide increased durability and is more resilient than carbon steel and most steel alloys. Polymer 2 is resistant to shock, caustic liquids and temperature extremes where traditional steel/alloy frames would warp and become brittle. The injection molded frame's trigger guard is squared off at the front and checkered. The grip has a non-slip, stippled surface checkering on the sides and both the front and rear straps. The Glock 17 outperformed 8 different pistols from five other established manufacturers (Heckler & Koch of Germany offered their P7M8, P7M13 and P9S, SIG Sauer of Germany bid with their P220 and P226 models, Beretta of Italy submitted their model 92SB-F, FN Herstal proposed an updated variant of the Browning Hi-Power and the home-grown Steyr entered the competition with the GB). Glock later emerged as the winner of all 17 of the grueling endurance tests and was quickly adopted into service with the Austrian military and police forces in 1982 as the P80 (Pistole 80), with an initial order for 25,000 guns."
beverlyhillscop_paragraph_0000005,2114,"Although the Glock Model 17 is noted for its 17-round magazine, that is not why it is called the Glock 17. It is so named because the final design of the Glock 17 was Gaston Glock's seventeenth patent. Oddly enough, the Glock 17 also met all 17 requirements for the Austrian military trials. Although the Glock was mocked for its blocky appearance, sights and controls, lack of hammer, lack of external safety and polymer parts and for years there was a bias against polymer guns on the market due to fears that they would not be detected in metal detectors. This fear was later proven to be untrue but nonetheless was featured in Die Hard 2 (which just so happened to be the first movie of many to feature a Glock). The results of the Austrian trials sparked interest in the United States, where a similar effort to select a service-wide replacement for the M1911 had been ongoing since the late 1970s (known as the Joint Service Small Arms Program). In late 1983, the United States Department of Defense inquired about the Glock pistol and received four samples of the Glock 17 for unofficial evaluation. Glock was then invited to participate in the XM9 Personal Defense Pistol Trials, but declined because the DOD specifications would require extensive retooling of production equipment and providing 35 test samples in an unrealistic time frame. Shortly thereafter, the Glock 17 was accepted into service with the Norwegian, Swiss, German, French, Russian, British and Swedish Armed Forces, surpassing all prior NATO durability standards. By 1992, some 350,000 pistols had been sold in more than 45 countries, including 250,000 in the United States alone. Today it is one of the easiest pistols to disassemble and the Glock is unique in the way that the milled slides can easily be switched from pistol to pistol to allow for different caliber changes. It is also the only pistol that has three separate internal safeties that engage at once. The Glock 17 is one of the only three Glock models to be manufactured in all four generations. There are three safeties on the gun (trigger safety, drop safety and firing pin block), and since it is technically a light double action trigger as opposed to a hammer-fired designation such as DA/SA, the Glock is known as the ""safe action pistol"". Glocks today are used by sport shooters, law enforcement, numerous armies across the globe and civilian defense. Over 7 million Glocks have been produced as of 2007. Since 1982, the number of Glock model patents has increased from 17 to 42 in several different calibers."
beverlyhillscop_paragraph_0000001,2116,92FS
beverlyhillscop_paragraph_0000002,2116,The Beretta 92F is an Italian pistol chambered in 9x19mm.
beverlyhillscop_paragraph_0000003,2116,It was the forerunner to the 92FS and was seen in the Beverly Hills Cop franchise.
beverlyhillscop_paragraph_0000004,2116,"The pistol is mostly made of metal, and therefore has quite a weight to it, weighing around 33.3 ounces, unlike other polymer-framed pistols, like Glocks. The pistol features a squared crescent-shaped trigger guard for easier aiming, an ambidextrous safety lever located on the slide and an external hammer. The gun's barrel may be the most unique part of the gun, however, as it is exposed, allowing a 180 degree window for a shell to escape, nearly eliminating the possibility of a shell getting jammed in the bolt. The pistol is chambered for 9x19mm parabellum (9mm) rounds in a fifteen round high-capacity magazine. The gun has an effective range of fifty meters and a muzzle velocity of 1,250 feet per second. The blued stainless-steel slide is coated in a corrosion-resistant material called Bruniton."
beverlyhillscop_paragraph_0000005,2116,"One of the most interesting and unique features of the Beretta 92 is its exposed barrel, which allows for less of a chance of a jam. Other pistols like the Glock or 1911, have a hidden barrel, cloaked underneath the side, with the ejection port on one side of the gun. This allows for an easy jam. The Beretta 92's exposed barrel allows for easy cooling as well and gives it a futuristic appearance. The Israeli Desert Eagle large caliber pistol also features this exposed slide feature. Both pistols also feature the barrel locked in place, unlike most other pistol barrels, which are not held down and can move very easily. When the slide locks back, the barrel is held in place by a loop on the frame, so it won't move and risk the possibility of falling apart. The exposed and locked barrel is one of the most attractive features about this gun to veteran and beginning shooters."
beverlyhillscop_paragraph_0000006,2116,"The 92FS is often thought of as one of the most reliable production pistols today. It has been tested by the military and has fired 168,000 rounds without a malfunction. The average 92 can fire over 35,000 rounds before the slide stops working properly. This reliability and low cost led to it being chosen over the SIG-Sauer P226 as the official sidearm of the U.S. Military."
beverlyhillscop_paragraph_0000001,2118,Desert Eagle Mark XIX.
beverlyhillscop_paragraph_0000002,2118,"The IMI Desert Eagle is an Israeli gas-operated, large-caliber pistol."
beverlyhillscop_paragraph_0000003,2118,A Mark I Desert Eagle is used by Karla Fry in an attempt to kill Axel Foley.
beverlyhillscop_paragraph_0000004,2118,"Weighing over four pounds and almost a foot in length, the Desert Eagle was designed in America as early as 1979 yet produced in Israel by IMI, creator of the Uzi submachine gun. The Desert Eagle was originally designed to pierce an engine block if there was a bomb on the vehicle but due to its large size and expensive price, it was never actually adopted by a military outside of Israel's IDF, despite common media perception. The only special forces groups that have used the Desert Eagle are Poland's JW GROM and Portugal's Grupo de Operações Especiais. However, the Desert Eagle did become a popular sporting weapon, novelty gun, movie gun in hundreds films such as Commando and The Matrix, and a gun forever famed with Counter-Strike video game fans as the ""Deagle""."
beverlyhillscop_paragraph_0000005,2118,"The Desert Eagle is a semi-automatic pistol that relies on a gas-operation mechanism usually found on assault rifles like the AK-47, with a light single-action trigger similar to the 1911 and a slide-mounted safety, similar to the Beretta 92FS. The Desert Eagle is fed with a detachable magazine. Magazine capacity is 9 rounds in .357 Magnum, 8 rounds in .44 Magnum, and 7 rounds in .50 Action Express. The Desert Eagle's barrel features polygonal rifling. The advantage of the gas operation is that it allows the use of far more powerful cartridges than traditional semi-automatic pistol designs. Thus it allows the Desert Eagle to compete in an area that had previously been dominated by magnum revolvers. Downsides of the gas-operated mechanism are the large size of the Desert Eagle, and the fact that it discourages the use of unjacketed lead bullets, as lead particles sheared off during firing could clog the gas release tap, preventing proper function. It also features a triangular muzzle, which helps with accuracy. Another downside to a large-caliber automatic is the size of the grip and magazines. As a result, it allows for small magazine capacity and almost completely eliminates users with medium to small hands. However, gas operation allows for much lower recoil than traditional revolvers, also being able to incorporate more powerful revolver or wildcat cartridges not seen in revolver platforms previously. It also allows for larger capacity than a revolver, but not by much."
beverlyhillscop_paragraph_0000006,2118,"Switching a Mark XIX Desert Eagle to another chambering requires only that the correct barrel, bolt assembly, and magazine be installed. Thus, a conversion to fire the other cartridges can be quickly accomplished. The rim diameter of the .50 AE (Action Express) is the same as the .44 Remington Magnum cartridge, consequently only a barrel and magazine change is required to convert a .44 Desert Eagle to the larger, more powerful .50 AE round. The most popular barrel length is 6 in (152 mm), although a 10 in (254 mm) barrel is available. The Mark XIX barrels are machined with integral scope mounting bases, simplifying the process of adding a pistol scope, although few actually put more weight on a four pound handgun."
beverlyhillscop_paragraph_0000007,2118,"The Mark I began in 1982 but is no longer produced, as it was discontinued in 1989. It was offered with a steel, stainless steel or aluminum alloy frame and differs primarily in the size and shape of the safety levers and slide catch."
beverlyhillscop_paragraph_0000008,2118,"The Mark VII was introduced in 1989 and discontinued in 1995. It includes an adjustable trigger (retrofittable to Mark I pistols). The Mark I and VII are both available in .357 Magnum and .44 Magnum; the Mark VII has been chambered for .41 Magnum. The barrels had a 3/8"" dovetail, to which an accessory mount could be attached. Later Mark VII models were offered in .50 Action Express with a 7/8"" Weaver-pattern rail on the barrel; the .50 Mark VII would later become the Mark XIX platform. Barrel lengths were 6, 10 and 14 inches for .357 Magnum and .44 Magnum, but only 6 or 10 inches for .41 Magnum."
beverlyhillscop_paragraph_0000009,2118,"The Mark XIX series began in 1995 and is still produced. All Mark XIX models are can come in either scope rail or Picatinny rail-equipped barrels. Most American-made models come with Picatinny rails, although this is an unpopular change. Most only collect the Israel-made models without Picatinny rails. The Mark XIX model comes in a variety of different finishes, such as brushed chrome or titanium gold. Magnum Research offered this model in .440 Cor-bon, a .50 AE derived case. There were less than 500 original .440 Cor-bon Desert Eagles imported into U.S. in December 2000. Mark XIX barrels are available in 6-inch and 10-inch lengths only. Both the .357 and .44 Magnum XIX version have exterior barrel fluting, whereas the .50 AE versions do not. Current-model Mark XIX Desert Eagles now have a new-style Picatinny rail along the top of the barrel, as opposed to the dove-tail style rail on previous models. Magnum Research also now offers a proprietary muzzle brake for both the .50 AE and .44 Magnum versions to help reduce recoil. All the American slides for Mark XIX models are cast, while the Israeli models are forged."
beverlyhillscop_paragraph_0000001,2119,P7M8
beverlyhillscop_paragraph_0000002,2119,The Heckler & Koch P7 is an innovative German pistol chambered for 9x19mm.
beverlyhillscop_paragraph_0000003,2119,It was used by Karla Fry in a bank robbery and later an attempt to kill Andrew Bogomil.
beverlyhillscop_paragraph_0000004,2119,"The most popular varieties of the P7 were the P7M8 (so-named for its 8-round single stack magazine) and the P7M13 (so-named for its 13-round double stack magazine). This gun was submitted into the United States Army pistol trials to compete for the military's sidearm, but failed to win the contract."
beverlyhillscop_paragraph_0000005,2119,"The P7's odd, slanted appearance of the handle is because there is an extension underneath the trigger. This extention is an experimental technology called a ""handle cocker"", which allows you to cock the gun without having to pull the slide or hammer back."
beverlyhillscop_paragraph_0000006,2119,"The P7 has been dubbed the ""self-loading pistol"" because of the handle mounted safety and usually costs around $1,000. So the exotic gun is appropriate for an upper class terrorist like Gruber because of its expensive price."
beverlyhillscop_paragraph_0000007,2119,"There are numerous variants of the HK P7. These include the PSP (Police Selfloading Pistol), P7, P7PT8, P7M13, P7M8, P7K3, P7M10 and the P7M7. The P7M7 was an extremely rare .45 ACP variant that was discontinued after prototype stages because it was too expensive and impractical to manufacture. It had a seven round magazine capacity. The P7M10 was chambered for .40 S&W, and had a ten round magazine capacity. The P7M8, P7M13, P7 and PSP pistols are all chambered in 9x19mm Parabellum. The M8 has an eight round single stack magazine and the M13 (this pistol) boasts a thirteen round double stack magazine capacity. The P7PT8 was a training firearm that was never popular, mainly because it couldn't fire live ammunition, only special training rounds. The P7K3 was a conversion pistol kit which had interchangeable barrels and slides for different calibers such as .380 ACP, .22 LR and .32 ACP."
beverlyhillscop_paragraph_0000008,2119,"None of these pistols remain in production; all models having been discontinued in 2008. The P7 saw widespread service around the world, in countries such as Saudi Arabia."
beverlyhillscop_paragraph_0000001,2122,Colt MK IV Series 70 Gold Cup National Match.
beverlyhillscop_paragraph_0000002,2122,The Colt MK IV Series 70 was a gun seen in the Beverly Hills Cop film series.
beverlyhillscop_paragraph_0000003,2122,"The gun was an improvement over the M1911A1/Government Model by redesigning the barrel bushing to grip the barrel and give the production gun much improved accuracy. These ""collet"" bushings worked well but were prone to breaking due to being smaller than the slide diameter, hence the original bushing was made standard once again in in 1988."
